"Word","Length"
"rout","4"
"route","5"
"routed","6"
"routes","6"
"routine","7"
"routinely","9"
"routines","8"
"routings","8"
"rove","4"
"roved","5"
"rover","5"
"roving","6"
"row","3"
"rowboat","7"
"rowdy","5"
"rowed","5"
"rower","5"
"rows","4"
"Roxy","4"
"Roy","3"
"royal","5"
"royale","6"
"royalist","8"
"royalties","9"
"royalty","7"
"Roy's","5"
"rub","3"
"rubbed","6"
"rubber","6"
"rubberized","10"
"rubberneck","10"
"rubbery","7"
"rubbing","7"
"rubbish","7"
"rubble","6"
"rubdown","7"
"rubella","7"
"rubicon","7"
"rubies","6"
"rubric","6"
"ruby","4"
"rucksack","8"
"ruckus","6"
"rudder","6"
"rudderless","10"
"ruddiness","9"
"ruddy","5"
"rude","4"
"rudely","6"
"rudeness","8"
"rudiment","8"
"rudimentary","11"
"Rudolph","7"
"Rudy","4"
"rue","3"
"ruefully","8"
"ruefulness","10"
"ruffian","7"
"ruffians","8"
"ruffle","6"
"ruffled","7"
"ruffles","7"
"rug","3"
"rugby","5"
"rugged","6"
"ruggedly","8"
"rugs","4"
"ruin","4"
"ruination","9"
"ruined","6"
"ruining","7"
"ruinous","7"
"ruins","5"
"rule","4"
"rulebook","8"
"ruled","5"
"ruler","5"
"rulers","6"
"rules","5"
"ruling","6"
"rulings","7"
"ruling's","8"
"rum","3"
"rumba","5"
"rumble","6"
"rumbled","7"
"rumbles","7"
"rumbling","8"
"ruminate","8"
"rumination","10"
"rummage","7"
"rummaged","8"
"rummaging","9"
"rummy","5"
"rumor","5"
"rumored","7"
"rumors","6"
"rump","4"
"rumple","6"
"rumpled","7"
"run","3"
"runabout","8"
"runaway","7"
"rundown","7"
"rune","4"
"runes","5"
"rung","4"
"runic","5"
"runner","6"
"runners","7"
"running","7"
"runny","5"
"runoff","6"
"runs","4"
"runt","4"
"runway","6"
"runways","7"
"rupee","5"
"rupees","6"
"rupture","7"
"ruptured","8"
"rural","5"
"ruse","4"
"rush","4"
"rushed","6"
"rushes","6"
"rushing","7"
"Rushmore","8"
"rusk","4"
"Russ","4"
"Russell","7"
"Russell's","9"
"russet","6"
"Russia","6"
"Russian","7"
"Russians","8"
"Russia's","8"
"rust","4"
"rusted","6"
"rustic","6"
"rusting","7"
"rustle","6"
"rustled","7"
"rustler","7"
"rustlers","8"
"rustling","8"
"rustproof","9"
"rusty","5"
"rut","3"
"rutabaga","8"
"Ruth","4"
"Rutherford","10"
"ruthless","8"
"ruthlessness","12"
"Ruth's","6"
"ruts","4"
"rutted","6"
"Rwanda","6"
"Ryan","4"
"rye","3"
"Sabbath","7"
"sabbatical","10"
"saber","5"
"Sabine","6"
"sable","5"
"sables","6"
"sabotage","8"
"saboteur","8"
"sabre","5"
"sac","3"
"saccharin","9"
"saccharine","10"
"sachet","6"
"sack","4"
"sackcloth","9"
"sacker","6"
"sacking","7"
"sacks","5"
"sacral","6"
"sacrament","9"
"Sacramento","10"
"sacraments","10"
"sacred","6"
"sacredness","10"
"sacrifice","9"
"sacrificed","10"
"sacrifices","10"
"sacrificial","11"
"sacrificing","11"
"sacrilege","9"
"sacrilegious","12"
"sad","3"
"sadden","6"
"saddened","8"
"sadder","6"
"saddle","6"
"saddlebag","9"
"saddlebags","10"
"saddled","7"
"saddles","7"
"sadism","6"
"sadist","6"
"sadistic","8"
"sadly","5"
"sadness","7"
"sadomasochism","13"
"safari","6"
"safe","4"
"safecracker","11"
"safeguard","9"
"safeguards","10"
"safekeeping","11"
"safely","6"
"safer","5"
"safest","6"
"safeties","8"
"safety","6"
"saffron","7"
"sag","3"
"saga","4"
"sage","4"
"sagebrush","9"
"sages","5"
"sagged","6"
"sagging","7"
"Sagittarius","11"
"sags","4"
"Sahara","6"
"said","4"
"Saigon","6"
"sail","4"
"sailboat","8"
"sailboats","9"
"sailcloth","9"
"sailed","6"
"sailing","7"
"sailor","6"
"sailorly","8"
"sailors","7"
"sailplane","9"
"sails","5"
"saint","5"
"sainted","7"
"sainthood","9"
"saintliness","11"
"saintly","7"
"saints","6"
"sake","4"
"salable","7"
"salacious","9"
"salad","5"
"salads","6"
"salamander","10"
"salami","6"
"salaried","8"
"salaries","8"
"salary","6"
"sale","4"
"Salem","5"
"sales","5"
"salesclerk","10"
"salesgirl","9"
"saleslady","9"
"salesman","8"
"salesman's","10"
"salesmanship","12"
"salesmen","8"
"salesroom","9"
"saleswoman","10"
"salient","7"
"salify","6"
"saline","6"
"Salinger","8"
"salinity","8"
"Salisbury","9"
"saliva","6"
"salivary","8"
"salivate","8"
"salivation","10"
"sallow","6"
"Sally","5"
"Sally's","7"
"salmon","6"
"salmonella","10"
"salon","5"
"salons","6"
"saloon","6"
"saloons","7"
"salt","4"
"saltbush","8"
"saltcellar","10"
"salted","6"
"salter","6"
"salter's","8"
"salting","7"
"saltlick","8"
"saltpan","7"
"salts","5"
"saltshaker","10"
"saltwater","9"
"salty","5"
"salutary","8"
"salutation","10"
"salute","6"
"saluted","7"
"Salvador","8"
"Salvadorean","11"
"salvage","7"
"salvaging","9"
"salvation","9"
"salve","5"
"salves","6"
"Sam","3"
"Samaritan","9"
"samba","5"
"same","4"
"sameness","8"
"Sammy","5"
"Samoa","5"
"Samoan","6"
"sample","6"
"sampled","7"
"sampler","7"
"samplers","8"
"samples","7"
"sampling","8"
"Sampson","7"
"Sam's","5"
"Samuel","6"
"Samuels","7"
"samurai","7"
"sanatorium","10"
"Sanchez","7"
"Sancho","6"
"sanctified","10"
"sanctify","8"
"sanctimonious","13"
"sanctimony","10"
"sanction","8"
"sanctioned","10"
"sanctions","9"
"sanctity","8"
"sanctuary","9"
"sanctuary's","11"
"sanctum","7"
"sand","4"
"sandal","6"
"sandals","7"
"sandalwood","10"
"sandbag","7"
"sandbank","8"
"sandbar","7"
"sandbars","8"
"sandblast","9"
"sandbox","7"
"sandcastle","10"
"sander","6"
"sanding","7"
"sandman","7"
"sandpaper","9"
"sandpiper","9"
"sandpit","7"
"Sandra","6"
"sands","5"
"sandstone","9"
"sandstorm","9"
"sandwich","8"
"sandwiches","10"
"sandy","5"
"sane","4"
"saner","5"
"sanest","6"
"sang","4"
"sangria","7"
"sanguine","8"
"sanguineous","11"
"Sanhedrin","9"
"sanitarium","10"
"sanitary","8"
"sanitation","10"
"sanity","6"
"sank","4"
"sans","4"
"Sanskrit","8"
"Santa","5"
"Santa's","7"
"sap","3"
"sapling","7"
"sapped","6"
"sapphire","8"
"sapping","7"
"sappy","5"
"saps","4"
"Sara","4"
"Sarah","5"
"Sarah's","7"
"Sara's","6"
"Sarasota","8"
"Saratoga","8"
"sarcasm","7"
"sarcasms","8"
"sarcastic","9"
"sarcastically","13"
"sarcophagus","11"
"sardine","7"
"sardines","8"
"sardonic","8"
"sarong","6"
"sarsaparilla","12"
"sash","4"
"sass","4"
"sassafras","9"
"sassing","7"
"sassy","5"
"sat","3"
"Satan","5"
"Satanic","7"
"Satanism","8"
"Satan's","7"
"satchel","7"
"sate","4"
"satellite","9"
"satellites","10"
"satiable","8"
"satiate","7"
"satiety","7"
"satin","5"
"satinwood","9"
"satire","6"
"satires","7"
"satiric","7"
"satirical","9"
"satirically","11"
"satirist","8"
"satirize","8"
"satirizes","9"
"satisfaction","12"
"satisfactions","13"
"satisfactorily","14"
"satisfactory","12"
"satisfied","9"
"satisfies","9"
"satisfy","7"
"satisfying","10"
"saturate","8"
"saturated","9"
"saturation","10"
"Saturday","8"
"Saturdays","9"
"Saturday's","10"
"Saturn","6"
"Saturnalia","10"
"sauce","5"
"sauced","6"
"saucepan","8"
"saucer","6"
"saucers","7"
"sauces","6"
"saucy","5"
"Saudi","5"
"sauerkraut","10"
"Saul","4"
"sauna","5"
"saunter","7"
"sausage","7"
"sausages","8"
"saute","5"
"savage","6"
"savagely","8"
"savagery","8"
"savages","7"
"savanna","7"
"savannah","8"
"savant","6"
"save","4"
"saved","5"
"saver","5"
"saves","5"
"saving","6"
"savings","7"
"savior","6"
"savor","5"
"savored","7"
"savoring","8"
"savory","6"
"savvy","5"
"saw","3"
"sawdust","7"
"sawhorse","8"
"sawing","6"
"sawmill","7"
"saws","4"
"Sawyer","6"
"sax","3"
"Saxon","5"
"Saxons","6"
"Saxony","6"
"saxophone","9"
"saxophonist","11"
"say","3"
"saying","6"
"sayings","7"
"sayonara","8"
"says","4"
"scab","4"
"scabbard","8"
"scabbed","7"
"scabby","6"
"scabies","7"
"scaffold","8"
"scaffolding","11"
"scaffoldings","12"
"scalar","6"
"scalawag","8"
"scald","5"
"scalded","7"
"scalding","8"
"scale","5"
"scaled","6"
"scales","6"
"scallion","8"
"scallop","7"
"scalloped","9"
"scallops","8"
"scallywag","9"
"scalp","5"
"scalpel","7"
"scaly","5"
"scamp","5"
"scamper","7"
"scampering","10"
"scampi","6"
"scan","4"
"scandal","7"
"scandalize","10"
"scandalized","11"
"scandalizing","12"
"scandalmonger","13"
"scandalous","10"
"scandals","8"
"Scandinavia","11"
"Scandinavian","12"
"Scandinavians","13"
"scanned","7"
"scanner","7"
"scanners","8"
"scanning","8"
"scans","5"
"scant","5"
"scanty","6"
"scapegoat","9"
"scapegoats","10"
"scapula","7"
"scar","4"
"scarab","6"
"scarce","6"
"scarcely","8"
"scarcity","8"
"scare","5"
"scarecrow","9"
"scarecrowish","12"
"scared","6"
"scaremonger","11"
"scarf","5"
"scarface","8"
"scarify","7"
"scaring","7"
"scarlet","7"
"scarred","7"
"scars","5"
"scary","5"
"scat","4"
"scathing","8"
"scathingly","10"
"scatter","7"
"scatterbrain","12"
"scatterbrained","14"
"scattered","9"
"scattergun","10"
"scattering","10"
"scatters","8"
"scavenge","8"
"scavenger","9"
"scavenging","10"
"scenario","8"
"scenarios","9"
"scene","5"
"sceneries","9"
"scenery","7"
"scenes","6"
"sceneshifter","12"
"scenic","6"
"scenics","7"
"scent","5"
"scented","7"
"sceptic","7"
"sceptical","9"
"scepticism","10"
"sceptre","7"
"schedule","8"
"scheduled","9"
"schedules","9"
"scheduling","10"
"schema","6"
"schemata","8"
"schematic","9"
"schematically","13"
"schematize","10"
"scheme","6"
"schemer","7"
"schemes","7"
"scheming","8"
"schism","6"
"schizoid","8"
"schizophrenia","13"
"schizophrenic","13"
"schnapps","8"
"schnitzel","9"
"scholar","7"
"scholarly","9"
"scholars","8"
"scholarship","11"
"scholarships","12"
"scholastic","10"
"scholastically","14"
"scholasticism","13"
"scholastics","11"
"school","6"
"schoolbooks","11"
"schoolboy","9"
"schoolboys","10"
"schoolchildren","14"
"schooldays","10"
"schooled","8"
"schoolfellow","12"
"schoolgirl","10"
"schoolgirlish","13"
"schoolgirls","11"
"schoolhouse","11"
"schooling","9"
"schoolmaster","12"
"schoolmaster's","14"
"schoolmate","10"
"schoolmates","11"
"schoolmistress","14"
"schoolroom","10"
"schools","7"
"school's","8"
"schoolwork","10"
"schooner","8"
"Schwartz","8"
"science","7"
"sciences","8"
"science's","9"
"scientific","10"
"scientifically","14"
"scientist","9"
"scientists","10"
"Scientology","11"
"scimitar","8"
"scimitars","9"
"scintillate","11"
"scintillating","13"
"scintillation","13"
"scion","5"
"scions","6"
"scissor","7"
"scissoring","10"
"scissors","8"
"sclerosis","9"
"scoff","5"
"scoffed","7"
"scoffing","8"
"scold","5"
"scolding","8"
"scone","5"
"scoop","5"
"scooped","7"
"scooping","8"
"scoot","5"
"scooted","7"
"scooter","7"
"scooting","8"
"scope","5"
"scoped","6"
"scopes","6"
"scorch","6"
"scorched","8"
"scorcher","8"
"score","5"
"scoreboard","10"
"scoreboards","11"
"scorebook","9"
"scorecard","9"
"scored","6"
"scorekeeper","11"
"scoreless","9"
"scores","6"
"scoring","7"
"scorn","5"
"scorned","7"
"scornful","8"
"Scorpio","7"
"scorpion","8"
"Scot","4"
"Scotch","6"
"Scotchgard","10"
"Scotchman","9"
"Scotland","8"
"Scots","5"
"Scotsman","8"
"Scotswoman","10"
"Scott","5"
"Scottish","8"
"Scott's","7"
"Scotty","6"
"Scotty's","8"
"scoundrel","9"
"scoundrels","10"
"scour","5"
"scoured","7"
"scourge","7"
"scouring","8"
"scours","6"
"scout","5"
"scouted","7"
"scouting","8"
"scoutmaster","11"
"scouts","6"
"scout's","7"
"scowl","5"
"scowled","7"
"scowling","8"
"scrabble","8"
"scrag","5"
"scraggly","8"
"scraggy","7"
"scram","5"
"scramble","8"
"scrambled","9"
"scrambler","9"
"scrambling","10"
"scrap","5"
"scrapbook","9"
"scrape","6"
"scraped","7"
"scraper","7"
"scrapes","7"
"scraping","8"
"scrapings","9"
"scrapped","8"
"scrappy","7"
"scraps","6"
"scratch","7"
"scratched","9"
"scratches","9"
"scratchiness","12"
"scratching","10"
"scratchpad","10"
"scratchy","8"
"scrawl","6"
"scrawled","8"
"scrawny","7"
"scream","6"
"screamed","8"
"screaming","9"
"screams","7"
"screech","7"
"screeched","9"
"screeches","9"
"screeching","10"
"screechy","8"
"screen","6"
"screened","8"
"screening","9"
"screenings","10"
"screenplay","10"
"screens","7"
"screw","5"
"screwball","9"
"screwdriver","11"
"screwed","7"
"screws","6"
"screwy","6"
"scribble","8"
"scribbled","9"
"scribe","6"
"scribing","8"
"scrimmage","9"
"scrimmaged","10"
"scrimp","6"
"script","6"
"script's","8"
"scriptural","10"
"scripture","9"
"scriptures","10"
"scriptwriter","12"
"scrivener","9"
"scroll","6"
"scrollwork","10"
"scrooge","7"
"scrotum","7"
"scrounge","8"
"scrounger","9"
"scrounging","10"
"scrub","5"
"scrubbed","8"
"scrubber","8"
"scrubbing","9"
"scrubby","7"
"scruff","6"
"scruffy","7"
"scrumptious","11"
"scrunch","7"
"scruple","7"
"scrupulosity","12"
"scrupulous","10"
"scrupulously","12"
"scrutinize","10"
"scrutinized","11"
"scrutinizing","12"
"scrutiny","8"
"scuba","5"
"scud","4"
"scudding","8"
"scuff","5"
"scuffle","7"
"scuffmark","9"
"scull","5"
"scullery","8"
"scullion","8"
"sculpt","6"
"sculpted","8"
"sculptor","8"
"sculptors","9"
"sculptor's","10"
"sculptural","10"
"sculpture","9"
"sculptured","10"
"sculptures","10"
"scum","4"
"scummy","6"
"scurried","8"
"scurry","6"
"scurvy","6"
"scuttle","7"
"scuttled","8"
"scuttling","9"
"scythe","6"
"sea","3"
"seabed","6"
"seabird","7"
"seaboard","8"
"seaborne","8"
"seacoast","8"
"seafarers","9"
"seafaring","9"
"seafood","7"
"seafront","8"
"seagoing","8"
"seagull","7"
"seagulls","8"
"seahorse","8"
"seal","4"
"sealed","6"
"sealer","6"
"sealing","7"
"seals","5"
"sealskin","8"
"seam","4"
"seaman","6"
"seamanship","10"
"seamen","6"
"seamless","8"
"seams","5"
"seamstress","10"
"Sean","4"
"seance","6"
"seaplane","8"
"seaport","7"
"seaports","8"
"seaquake","8"
"sear","4"
"search","6"
"searched","8"
"searches","8"
"searching","9"
"searchingly","11"
"searchings","10"
"searchlight","11"
"searchlights","12"
"searing","7"
"sears","5"
"seas","4"
"sea's","5"
"seascape","8"
"seashore","8"
"seasick","7"
"seasickness","11"
"seaside","7"
"season","6"
"seasonable","10"
"seasonal","8"
"seasonally","10"
"seasoned","8"
"seasoning","9"
"seasons","7"
"season's","8"
"seat","4"
"seated","6"
"seating","7"
"seats","5"
"Seattle","7"
"seawall","7"
"seaward","7"
"seawater","8"
"seaway","6"
"seaweed","7"
"seaworthy","9"
"sec","3"
"secant","6"
"secants","7"
"secede","6"
"seceded","7"
"seceding","8"
"secession","9"
"secessionist","12"
"seclude","7"
"secluded","8"
"seclusion","9"
"seclusive","9"
"second","6"
"secondarily","11"
"secondary","9"
"secondhand","10"
"secondly","8"
"seconds","7"
"secrecy","7"
"secret","6"
"secretarial","11"
"secretariat","11"
"secretaries","11"
"secretary","9"
"secretary's","11"
"secrete","7"
"secreted","8"
"secretion","9"
"secretions","10"
"secretive","9"
"secretly","8"
"secrets","7"
"sect","4"
"sectarian","9"
"section","7"
"sectional","9"
"sectionalized","13"
"sections","8"
"sector","6"
"sectors","7"
"sects","5"
"secular","7"
"secularism","10"
"secularist","10"
"secularists","11"
"secularize","10"
"secularized","11"
"secure","6"
"secured","7"
"securely","8"
"securing","8"
"securities","10"
"security","8"
"sedan","5"
"sedans","6"
"sedate","6"
"sedately","8"
"sedative","8"
"sedentary","9"
"sediment","8"
"sedimentary","11"
"sedimentation","13"
"sediments","9"
"sedition","8"
"seditious","9"
"seduce","6"
"seduced","7"
"seducer","7"
"seduction","9"
"seductive","9"
"sedulously","10"
"see","3"
"seed","4"
"seedbed","7"
"seedcake","8"
"seedless","8"
"seedling","8"
"seedlings","9"
"seeds","5"
"seedy","5"
"seeing","6"
"seek","4"
"seeker","6"
"seekers","7"
"seeking","7"
"seeks","5"
"seem","4"
"seemed","6"
"seeming","7"
"seemingly","9"
"seemly","6"
"seems","5"
"seen","4"
"seep","4"
"seepage","7"
"seeped","6"
"seeping","7"
"seer","4"
"seers","5"
"seersucker","10"
"sees","4"
"seesaw","6"
"seethe","6"
"segment","7"
"segmental","9"
"segmentation","12"
"segments","8"
"segregate","9"
"segregated","10"
"segregating","11"
"segregation","11"
"segregationist","14"
"seismic","7"
"seismograph","11"
"seismographs","12"
"seismological","13"
"seismology","10"
"seize","5"
"seized","6"
"seizing","7"
"seizure","7"
"seldom","6"
"select","6"
"selected","8"
"selecting","9"
"selection","9"
"selections","10"
"selective","9"
"selectively","11"
"selectivity","11"
"selectors","9"
"selects","7"
"self","4"
"selfeffacing","12"
